Srno,Company_Name,Bid_Opening_Date,Bid_Closing_Date,Face_Value,Bid_Price_From,Bid_Price_To,Market_Lot,Listing_at,Issue_size,Fresh_issue,Offer_for_sale,Basis_of_Allotment_Date,Initiation_of_refunds,Credit_of_shares_to_demat_account,Listing_date,Listing_day,Listing_year,BSE_script_code,NSE_symbol,Listing_in,ISIN,Qualified_Institutional_Buyers,Non_Institutional_Investors,Retail_Individual_Investors,Total_Subscription,Registrar_Name,Pre_Issue_Share_Holding,Post_Issue_Share_Holding,NSE_Listing_day_open,NSE_Listing_day_low,NSE_Listing_day_high,NSE_Listing_day_last_trade,NSE_Listing_day_volume,NSE_SME_Listing_day_open,NSE_SME_Listing_day_low,NSE_SME_Listing_day_high,NSE_SME_Listing_day_last_trade,NSE_SME_Listing_day_volume,BSE_Listing_day_open,BSE_Listing_day_low,BSE_Listing_day_high,BSE_Listing_day_last_trade,BSE_Listing_day_volume,BSE_SME_Listing_day_open,BSE_SME_Listing_day_low,BSE_SME_Listing_day_high,BSE_SME_Listing_day_last_trade,BSE_SME_Listing_day_volume
592,Sanginita Chemicals Limited ,"Mar 1, 2017","Mar 3, 2017",10,22,22,6000,NSE SME,"4,566,000 Eq Shares of ₹10 (aggregating up to ₹10.05 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 10, 2017",Friday,2017,NaN,SANGINITA,NaN,INE753W01010,NaN,NaN,NaN,NaN,Purva Sharegistry India Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.00,22.50,23.45,22.90,738000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
593,IFL Enterprises Ltd ,"Mar 7, 2017","Mar 10, 2017",10,20,20,6000,BSE SME,"1,626,000 Eq Shares of ₹10 (aggregating up to ₹3.25 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, March 21, 2017",Tuesday,2017,540377,NaN,M,INE714U01016,NaN,NaN,NaN,NaN,Skyline Financial Services Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.80,16.60,20.05,20.05,420000
594,Sarthak Metals Ltd ,"Mar 10, 2017","Mar 17, 2017",10,30,30,4000,BSE SME,"3,636,000 Eq Shares of ₹10 (aggregating up to ₹10.91 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, March 27, 2017",Monday,2017,540393,NaN,M,INE017W01010,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.45,27.70,31.40,30.75,860000
595,Manomay Tex India Ltd ,"Mar 15, 2017","Mar 20, 2017",10,27,30,4000,BSE SME,"3,804,000 Eq Shares of ₹10 (aggregating up to ₹11.41 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, March 28, 2017",Tuesday,2017,540396,NaN,M,INE784W01015,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.40,30.00,32.40,31.95,2392000
596,Airan Ltd ,"Mar 14, 2017","Mar 16, 2017",10,45,45,3000,NSE SME,"3,300,000 Eq Shares of ₹10 (aggregating up to ₹14.85 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 24, 2017",Friday,2017,NaN,AIRAN,NaN,INE645W01018,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.00,51.35,54.00,53.85,2376000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
597,Chemcrux Enterprises Ltd ,"Mar 15, 2017","Mar 20, 2017",10,18,18,8000,BSE SME,"1,336,000 Eq Shares of ₹10 (aggregating up to ₹2.40 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, March 28, 2017",Tuesday,2017,540395,NaN,M,INE298W01016,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.60,21.60,21.60,21.60,16000
598,CL Educate Ltd ,"Mar 20, 2017","Mar 22, 2017",10,500,502,29,"BSE, NSE","4,760,000 Eq Shares of ₹10 (aggregating up to ₹238.95 Cr)","2,180,119 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","2,579,881 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","Mar 29, 2017","Mar 29, 2017","Mar 30, 2017","Friday, March 31, 2017",Friday,2017,540403,CLEDUCATE,T,INE201M01011,3.65,0.21,1.63,1.90,KFintech Private Limited,NaN,NaN,402.00,402.00,422.10,422.10,138262,NaN,NaN,NaN,NaN,NaN,398.00,398.00,417.90,417.90,36559,NaN,NaN,NaN,NaN,NaN
599,Jash Dealmark Ltd ,"Mar 15, 2017","Mar 17, 2017",10,40,40,3000,BSE SME,"1,350,000 Eq Shares of ₹10 (aggregating up to ₹5.40 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, March 27, 2017",Monday,2017,540394,NaN,MT,INE801W01017,NaN,NaN,NaN,NaN,Purva Sharegistry India Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.80,38.05,40.10,38.05,153000
600,Maximus International Ltd ,"Mar 17, 2017","Mar 22, 2017",10,25,25,6000,BSE SME,"1,506,000 Eq Shares of ₹10 (aggregating up to ₹3.77 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, March 30, 2017",Thursday,2017,540401,NaN,M,INE544W01013,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.00,23.00,25.55,25.10,312000
601,Relstruct Buildcon Ltd ,"Mar 22, 2017","Mar 24, 2017",10,50,50,3000,BSE SME,"4,671,000 Eq Shares of ₹10 (aggregating up to ₹23.36 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, April 5, 2017",Wednesday,2017,540426,NaN,M,INE792V01010,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.00,46.00,50.00,46.75,2274000
602,Shankara Building Products Ltd ,"Mar 22, 2017","Mar 24, 2017",10,440,460,32,"BSE, NSE",[.] Eq Shares of ₹10 (aggregating up to ₹345.00 Cr),[.] Eq Shares of ₹10 (aggregating up to ₹45.00 Cr),"6,521,740 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","Mar 30, 2017","Mar 31, 2017","Apr 3, 2017","Wednesday, April 5, 2017",Wednesday,2017,540425,SHANKARA,B,INE274V01019,51.62,90.68,15.35,41.88,KFintech Private Limited,NaN,NaN,555.05,555.00,636.20,632.45,20556468,NaN,NaN,NaN,NaN,NaN,545.00,545.00,638.00,632.80,4173554,NaN,NaN,NaN,NaN,NaN
603,Prime Customer Services Ltd ,"Mar 20, 2017","Mar 23, 2017",10,60,60,2000,BSE SME,"1,214,000 Eq Shares of ₹10 (aggregating up to ₹7.28 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 31, 2017",Friday,2017,540404,NaN,M,INE442V01012,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,169.00,169.00,169.00,169.00,20000
604,Manas Properties Ltd ,"Mar 17, 2017","Mar 22, 2017",10,360,360,300,BSE SME,"1,110,000 Eq Shares of ₹10 (aggregating up to ₹39.96 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, March 30, 2017",Thursday,2017,540402,NaN,M,INE800W01019,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360.55,360.00,364.90,360.20,84600
605,Octaware Technologies Ltd ,"Mar 17, 2017","Mar 24, 2017",10,90,90,1600,BSE SME,"955,200 Eq Shares of ₹10 (aggregating up to ₹8.60 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, April 3, 2017",Monday,2017,540416,NaN,M,INE208U01019,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91.00,90.10,93.00,90.55,96000
606,Oceanic Foods Limited ,"Mar 20, 2017","Mar 22, 2017",10,65,65,2000,BSE SME,"1,000,000 Eq Shares of ₹10 (aggregating up to ₹6.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 31, 2017",Friday,2017,540405,NaN,M,INE711V01010,NaN,NaN,NaN,NaN,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.00,64.00,66.80,65.20,466000
607,Laxmi Cotspin Limited ,"Mar 17, 2017","Mar 22, 2017",10,20,20,6000,NSE SME,"4,800,000 Eq Shares of ₹10 (aggregating up to ₹9.60 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 31, 2017",Friday,2017,NaN,LAXMICOT,NaN,INE801V01019,NaN,NaN,NaN,NaN,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.00,19.50,21.35,19.90,1596000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
608,Bohra Industries Limited ,"Mar 23, 2017","Mar 27, 2017",10,51,55,2000,NSE SME,"4,572,000 Eq Shares of ₹10 (aggregating up to ₹25.15 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, April 5, 2017",Wednesday,2017,NaN,BOHRA,NaN,INE802W01015,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.20,55.50,58.40,57.85,2560000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
609,Euro India Fresh Foods Ltd ,"Mar 21, 2017","Mar 24, 2017",10,78,78,1600,NSE SME,"6,571,200 Eq Shares of ₹10 (aggregating up to ₹51.26 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, March 31, 2017",Friday,2017,NaN,EIFFL,NaN,INE546V01010,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.40,82.40,92.75,89.85,180800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
610,Creative Peripherals & Distribution Ltd ,"Mar 29, 2017","Apr 3, 2017",10,71,75,1600,NSE SME,"1,800,000 Eq Shares of ₹10 (aggregating up to ₹13.50 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, April 12, 2017",Wednesday,2017,NaN,CREATIVE,NaN,INE985W01018,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75.75,75.75,83.75,83.25,564800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
611,Escorp Asset Management Ltd ,"Mar 31, 2017","Apr 6, 2017",10,15,15,8000,BSE SME,"2,160,000 Eq Shares of ₹10 (aggregating up to ₹3.24 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, April 17, 2017",Monday,2017,540455,NaN,M,INE953W01016,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.00,15.00,15.10,15.10,192000
612,Housing and Urban Development Corporation Ltd ,"May 8, 2017","May 11, 2017",10,56,60,200,"BSE, NSE","204,058,747 Eq Shares of ₹10 (aggregating up to ₹1,224.35 Cr)",NaN,NaN,"May 17, 2017","May 18, 2017","May 18, 2017","Friday, May 19, 2017",Friday,2017,540530,HUDCO,B,INE031A01017,55.45,330.36,10.79,79.53,Alankit Assignments Ltd,NaN,NaN,73.00,71.00,77.85,72.55,210956446,NaN,NaN,NaN,NaN,NaN,73.45,70.55,77.80,72.50,30311616,NaN,NaN,NaN,NaN,NaN
613,Focus Lighting And Fixtures Ltd ,"Mar 30, 2017","Apr 5, 2017",10,45,45,3000,NSE SME,"900,000 Eq Shares of ₹10 (aggregating up to ₹4.05 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, April 13, 2017",Thursday,2017,NaN,FOCUS,NaN,INE593W01010,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.00,54.00,54.00,54.00,6000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
614,ASL Industries Ltd ,"Mar 31, 2017","Apr 7, 2017",10,35,35,4000,NSE SME,"2,800,000 Eq Shares of ₹10 (aggregating up to ₹9.80 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, April 18, 2017",Tuesday,2017,NaN,ASLIND,NaN,INE617I01024,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.10,32.00,36.00,35.05,884000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
615,M K Proteins Limited ,"Mar 31, 2017","Apr 7, 2017",10,70,70,2000,NSE SME,"1,462,000 Eq Shares of ₹10 (aggregating up to ₹10.23 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, April 18, 2017",Tuesday,2017,NaN,MKPL,NaN,INE964W01013,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.00,70.20,72.05,72.00,144000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
616,Dev Information Technology Ltd ,"Mar 31, 2017","Apr 6, 2017",10,42,42,3000,NSE SME,"1,488,000 Eq Shares of ₹10 (aggregating up to ₹6.25 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, April 17, 2017",Monday,2017,NaN,DEVIT,NaN,INE060X01018,NaN,NaN,NaN,NaN,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.40,50.40,50.40,50.40,27000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
617,Sikko Industries Ltd ,"Apr 5, 2017","Apr 7, 2017",10,32,32,4000,NSE SME,"1,600,000 Eq Shares of ₹10 (aggregating up to ₹5.12 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, April 18, 2017",Tuesday,2017,NaN,SIKKO,NaN,INE112X01017,NaN,NaN,NaN,NaN,Purva Sharegistry India Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.40,34.10,35.50,35.20,924000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
618,S Chand and Company Ltd ,"Apr 26, 2017","Apr 28, 2017",5,660,670,22,"BSE, NSE","10,873,982 Eq Shares of ₹5 (aggregating up to ₹728.56 Cr)","4,850,746 Eq Shares of ₹5 (aggregating up to ₹325.00 Cr)","6,023,236 Eq Shares of ₹5 (aggregating up to ₹403.56 Cr)","May 4, 2017","May 5, 2017","May 8, 2017","Tuesday, May 9, 2017",Tuesday,2017,540497,SCHAND,B,INE807K01035,NaN,NaN,NaN,59.49,Link Intime India Private Ltd,NaN,NaN,700.00,658.20,700.00,676.00,12830023,NaN,NaN,NaN,NaN,NaN,707.00,658.00,707.00,675.85,2226462,NaN,NaN,NaN,NaN,NaN
619,Panache Digilife Ltd ,"Apr 11, 2017","Apr 17, 2017",10,75,81,1600,NSE SME,"1,800,000 Eq Shares of ₹10 (aggregating up to ₹14.58 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, April 25, 2017",Tuesday,2017,NaN,PANACHE,NaN,INE895W01019,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.00,84.00,86.80,85.75,723200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
620,KMS Medisurgi Ltd ,"Apr 12, 2017","Apr 17, 2017",10,30,30,4000,BSE SME,"900,000 Eq Shares of ₹10 (aggregating up to ₹2.70 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, April 24, 2017",Monday,2017,540468,NaN,M,INE870V01014,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.00,30.00,32.40,30.50,120000
621,InfoBeans Technologies Ltd ,"Apr 18, 2017","Apr 21, 2017",10,58,58,2000,NSE SME,"6,342,000 Eq Shares of ₹10 (aggregating up to ₹36.78 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, May 2, 2017",Tuesday,2017,NaN,INFOBEAN,NaN,INE344S01016,NaN,NaN,NaN,NaN,Link Intime India Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.60,69.60,69.60,69.60,454000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
622,Zota Health Care Ltd ,"Apr 27, 2017","May 2, 2017",10,121,125,1000,NSE SME,"4,680,000 Eq Shares of ₹10 (aggregating up to ₹58.50 Cr)","3,180,000 Eq Shares of ₹10 (aggregating up to ₹39.75 Cr)","1,500,000 Eq Shares of ₹10 (aggregating up to ₹18.75 Cr)",NaN,NaN,NaN,"Wednesday, May 10, 2017",Wednesday,2017,NaN,ZOTA,NaN,INE358U01012,NaN,NaN,NaN,NaN,Satellite Corporate Services Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,140.40,125.50,144.35,125.60,3011000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
623,Meera Industries Ltd ,"Apr 27, 2017","May 4, 2017",10,36,36,3000,BSE SME,"1,080,000 Eq Shares of ₹10 (aggregating up to ₹3.89 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, May 15, 2017",Monday,2017,540519,NaN,M,INE343X01018,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.00,33.00,37.00,36.05,480000
624,Pure Giftcarat Ltd ,"Apr 26, 2017","Apr 28, 2017",10,13,13,10000,BSE SME,"5,730,000 Eq Shares of ₹10 (aggregating up to ₹7.45 Cr)",NaN,NaN,NaN,NaN,NaN,"Monday, May 8, 2017",Monday,2017,540492,NaN,M,INE594W01026,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.80,10.80,14.50,13.25,800000
625,CKP Products Ltd ,"Apr 26, 2017","Apr 28, 2017",10,50,50,3000,NSE SME,"1,248,000 Eq Shares of ₹10 (aggregating up to ₹6.24 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, May 9, 2017",Tuesday,2017,NaN,CKPPRODUCT,NaN,INE977V01017,NaN,NaN,NaN,NaN,Cameo Corporate Services Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.00,50.00,53.10,50.15,627000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
626,IRB InvIT Fund ,"May 3, 2017","May 5, 2017",102,100,102,10000,"BSE, NSE","580,500,000 Eq Shares of ₹102 (aggregating up to ₹5,921.10 Cr)","[.] Eq Shares of ₹102 (aggregating up to ₹4,300.00 Cr)","34,761,770 Eq Shares of ₹102 (aggregating up to ₹[.] Cr)",NaN,NaN,NaN,"Thursday, May 18, 2017",Thursday,2017,540526,IRBINVIT,IF,INE183W23014,10.81,NaN,NaN,8.57,KFintech Private Limited,NaN,NaN,102.00,99.75,105.00,101.80,78105000,NaN,NaN,NaN,NaN,NaN,103.25,99.65,105.00,101.79,102,NaN,NaN,NaN,NaN,NaN
627,PSP Projects Ltd ,"May 17, 2017","May 19, 2017",10,205,210,70,"BSE, NSE","10,080,000 Eq Shares of ₹10 (aggregating up to ₹211.68 Cr)","7,200,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","2,880,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","May 24, 2017","May 26, 2017","May 26, 2017","Monday, May 29, 2017",Monday,2017,540544,PSPPROJECT,T,INE488V01015,8.38,10.39,6.47,8.58,KFintech Private Limited,NaN,NaN,190.00,190.00,199.50,199.50,425256,NaN,NaN,NaN,NaN,NaN,199.00,189.05,208.95,208.95,181252,NaN,NaN,NaN,NaN,NaN
628,IndiGrid InvIT Fund ,"May 17, 2017","May 19, 2017",100,98,100,10205,"BSE, NSE","225,000,000 Eq Shares of ₹100 (aggregating up to ₹2,250.00 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, June 6, 2017",Tuesday,2017,540565,INDIGRID,IF,INE219X23014,1.14,NaN,NaN,1.35,KFintech Private Limited,NaN,NaN,99.70,93.70,99.70,98.64,22677732,NaN,NaN,NaN,NaN,NaN,100.00,94.00,100.00,98.45,5026455,NaN,NaN,NaN,NaN,NaN
629,Bhakti Gems and Jewellery Ltd ,"May 17, 2017","May 22, 2017",10,20,20,6000,BSE SME,"1,962,000 Eq Shares of ₹10 (aggregating up to ₹3.92 Cr)",NaN,NaN,NaN,NaN,NaN,"Tuesday, May 30, 2017",Tuesday,2017,540545,NaN,M,INE986W01016,NaN,NaN,NaN,NaN,Skyline Financial Services Private Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.70,18.50,20.35,20.05,714000
630,Yug Decor Ltd ,"May 18, 2017","May 23, 2017",10,26,26,4000,BSE SME,"1,108,000 Eq Shares of ₹10 (aggregating up to ₹2.88 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, May 31, 2017",Wednesday,2017,540550,NaN,M,INE796W01019,NaN,NaN,NaN,NaN,Satellite Corporate Services Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.00,26.05,29.90,26.10,172000
631,Jalan Transolutions (India) Ltd ,"May 18, 2017","May 23, 2017",10,46,46,3000,NSE SME,"3,849,000 Eq Shares of ₹10 (aggregating up to ₹17.71 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, May 31, 2017",Wednesday,2017,NaN,JALAN,NaN,INE349X01015,NaN,NaN,NaN,NaN,KFintech Private Limited,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.25,40.55,43.00,41.95,339000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
632,Vadivarhe Speciality Chemicals Ltd ,"May 22, 2017","May 25, 2017",10,42,42,3000,NSE SME,"3,444,000 Eq Shares of ₹10 (aggregating up to ₹14.46 Cr)",NaN,NaN,NaN,NaN,NaN,"Friday, June 2, 2017",Friday,2017,NaN,VSCL,NaN,INE551Q01028,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.40,50.40,50.40,50.40,87000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
633,Shri Ram Switchgears Limited ,"May 25, 2017","May 30, 2017",10,19,19,6000,NSE SME,"2,670,000 Eq Shares of ₹10 (aggregating up to ₹5.07 Cr)",NaN,NaN,NaN,NaN,NaN,"Wednesday, June 7, 2017",Wednesday,2017,NaN,SRIRAM,NaN,INE634W01012,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.80,22.80,22.80,22.80,66000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
634,Tejas Networks Limited ,"Jun 14, 2017","Jun 16, 2017",10,250,257,55,"BSE, NSE","30,221,332 Eq Shares of ₹10 (aggregating up to ₹776.69 Cr)",[.] Eq Shares of ₹10 (aggregating up to ₹450.00 Cr),"12,711,605 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","Jun 21, 2017","Jun 22, 2017","Jun 23, 2017","Tuesday, June 27, 2017",Tuesday,2017,540595,TEJASNET,B,INE010J01012,2.16,0.48,3.10,1.88,Link Intime India Private Ltd,NaN,NaN,257.00,257.00,271.40,263.50,13384596,NaN,NaN,NaN,NaN,NaN,257.00,257.00,271.00,263.30,2422921,NaN,NaN,NaN,NaN,NaN
635,Eris Lifesciences Limited ,"Jun 16, 2017","Jun 20, 2017",1,600,603,24,"BSE, NSE","28,875,000 Eq Shares of ₹1 (aggregating up to ₹1,741.16 Cr)",NaN,"28,875,000 Eq Shares of ₹1 (aggregating up to ₹[.] Cr)","Jun 23, 2017","Jun 27, 2017","Jun 28, 2017","Thursday, June 29, 2017",Thursday,2017,540596,ERIS,B,INE406M01024,4.68,0.45,3.51,3.29,Link Intime India Private Ltd,NaN,NaN,611.00,593.25,628.00,601.50,7123148,NaN,NaN,NaN,NaN,NaN,612.00,592.30,627.70,601.05,1325550,NaN,NaN,NaN,NaN,NaN
636,GTPL Hathway Limited ,"Jun 21, 2017","Jun 23, 2017",10,167,170,88,"BSE, NSE","28,517,650 Eq Shares of ₹10 (aggregating up to ₹484.80 Cr)",[.] Eq Shares of ₹10 (aggregating up to ₹240.00 Cr),"14,400,000 Eq Shares of ₹10 (aggregating up to ₹[.] Cr)","Jun 29, 2017","Jun 30, 2017","Jul 3, 2017","Tuesday, July 4, 2017",Tuesday,2017,540602,GTPL,NaN,INE869I01013,1.48,2.85,0.99,1.53,Link Intime India Private Ltd,NaN,NaN,170.00,162.00,175.00,171.65,14138363,NaN,NaN,NaN,NaN,NaN,170.00,162.25,174.50,171.65,2947269,NaN,NaN,NaN,NaN,NaN
637,Globe Textiles (India) Limited ,"Jun 12, 2017","Jun 15, 2017",10,51,51,2000,NSE SME,"2,688,000 Eq Shares of ₹10 (aggregating up to ₹13.71 Cr)","1,368,000 Eq Shares of ₹10 (aggregating up to ₹6.98 Cr)","1,320,000 Eq Shares of ₹10 (aggregating up to ₹6.73 Cr)",NaN,NaN,NaN,"Friday, June 23, 2017",Friday,2017,NaN,GLOBE,NaN,INE581X01013,NaN,NaN,NaN,NaN,Bigshare Services Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.00,43.70,52.00,50.15,1006000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
638,Riddhi Corporate Services Ltd ,"Jun 12, 2017","Jun 15, 2017",10,130,130,1000,BSE SME,"950,000 Eq Shares of ₹10 (aggregating up to ₹12.35 Cr)",NaN,NaN,NaN,NaN,NaN,"Thursday, June 22, 2017",Thursday,2017,540590,NaN,M,INE325X01015,NaN,NaN,NaN,NaN,Purva Sharegistry India Pvt Ltd,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135.10,134.50,135.10,134.50,5000
